,Commodity,Date,Weighted Avg Price,Spring,Summer,Fall,Winter,Commodity Type
1882,PEARS D'ANJOU,3/22/2019,0.98,No,No,Yes,Yes,Fruit
1642,PLUMS  ,3/22/2019,1.97,No,Yes,No,No,Fruit
1883,PEARS BOSC,3/22/2019,0.73,No,No,Yes,Yes,Fruit
20,CUCUMBERS  ,3/22/2019,0.99,No,Yes,No,No,Vegetable
21,CUCUMBERS  ,3/22/2019,0.94,No,Yes,No,No,Vegetable
22,CUCUMBERS LONG SEEDLESS,3/22/2019,0.41,No,Yes,No,No,Vegetable
1885,PEARS BARTLETT,3/22/2019,1.82,No,No,Yes,Yes,Fruit
573,SWEET POTATOES  ,3/22/2019,0.95,No,No,Yes,Yes,Vegetable
1884,PEARS BARTLETT,3/22/2019,1.71,No,No,Yes,Yes,Fruit
2278,APPLES HONEYCRISP,3/29/2019,2.99,Yes,Yes,Yes,Yes,Fruit
2279,APPLES HONEYCRISP,3/29/2019,2.21,Yes,Yes,Yes,Yes,Fruit
2280,APPLES GRANNY SMITH,3/29/2019,1.99,Yes,Yes,Yes,Yes,Fruit
499,CABBAGE ROUND GREEN TYPE,3/29/2019,0.49,Yes,No,Yes,Yes,Vegetable
1344,GRAPES RED SEEDLESS,3/29/2019,2.46,No,No,Yes,No,Fruit
1345,GRAPES RED GLOBE,3/29/2019,1.29,No,No,Yes,No,Fruit
1346,GRAPES BLACK SEEDLESS,3/29/2019,2.5,No,No,Yes,No,Fruit
2277,APPLES PINK LADY/CRIPPS PINK,3/29/2019,0.98,Yes,Yes,Yes,Yes,Fruit
2276,APPLES PINK LADY/CRIPPS PINK,3/29/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2275,APPLES RED DELICIOUS,3/29/2019,0.45,Yes,Yes,Yes,Yes,Fruit
1891,PEARS D'ANJOU,3/29/2019,1.3,No,No,Yes,Yes,Fruit
1890,PEARS D'ANJOU,3/29/2019,1.34,No,No,Yes,Yes,Fruit
1889,PEARS BOSC,3/29/2019,1.29,No,No,Yes,Yes,Fruit
1888,PEARS BOSC,3/29/2019,0.83,No,No,Yes,Yes,Fruit
1887,PEARS BARTLETT,3/29/2019,1.36,No,No,Yes,Yes,Fruit
1886,PEARS BARTLETT,3/29/2019,1.51,No,No,Yes,Yes,Fruit
1343,GRAPES WHITE SEEDLESS TYPE,3/29/2019,2.9,No,No,Yes,No,Fruit
2281,APPLES GRANNY SMITH,3/29/2019,1.99,Yes,Yes,Yes,Yes,Fruit
211,BROCCOLI  ,3/29/2019,1.5,Yes,No,Yes,No,Vegetable
89,EGGPLANT  ,3/29/2019,0.49,No,Yes,No,No,Vegetable
959,ASPARAGUS GREEN,3/29/2019,3.69,Yes,No,No,No,Vegetable
356,CARROTS  ,3/29/2019,0.42,Yes,Yes,Yes,Yes,Vegetable
1735,PINEAPPLES  ,3/29/2019,0.76,Yes,No,Yes,Yes,Fruit
23,CUCUMBERS LONG SEEDLESS,3/29/2019,0.49,No,Yes,No,No,Vegetable
25,CUCUMBERS  ,3/29/2019,0.99,No,Yes,No,No,Vegetable
1206,LEMONS  ,3/29/2019,0.75,Yes,Yes,Yes,Yes,Fruit
1643,PLUMS  ,3/29/2019,1.2,No,Yes,No,No,Fruit
574,SWEET POTATOES  ,3/29/2019,0.97,No,No,Yes,Yes,Vegetable
2604,BANANAS  ,3/29/2019,0.43,Yes,Yes,Yes,Yes,Fruit
1507,GRAPEFRUIT RED,3/29/2019,0.5,No,No,No,Yes,Fruit
1055,ORANGES NAVEL,3/29/2019,1.71,No,No,No,Yes,Fruit
1150,LIMES  ,3/29/2019,1.39,Yes,Yes,Yes,Yes,Fruit
1056,ORANGES VALENCIA,3/29/2019,0.73,No,No,No,Yes,Fruit
207,BROCCOLI  ,3/29/2019,0.79,Yes,No,Yes,No,Vegetable
208,BROCCOLI BABY HYBRID TYPE,3/29/2019,2.99,Yes,No,Yes,No,Vegetable
209,BROCCOLI CROWN CUT,3/29/2019,2.99,Yes,No,Yes,No,Vegetable
210,BROCCOLI CROWN CUT,3/29/2019,1.19,Yes,No,Yes,No,Vegetable
2282,APPLES GALA,3/29/2019,1.98,Yes,Yes,Yes,Yes,Fruit
1054,ORANGES NAVEL,3/29/2019,0.86,No,No,No,Yes,Fruit
2605,BANANAS  ,3/29/2019,0.69,Yes,Yes,Yes,Yes,Fruit
24,CUCUMBERS  ,3/29/2019,0.99,No,Yes,No,No,Vegetable
759,TOMATOES VINE RIPES,3/29/2019,0.45,No,Yes,No,No,Fruit
757,"TOMATOES VINE RIPES, ON THE VINE",3/29/2019,2.8,No,Yes,No,No,Fruit
2283,APPLES GALA,3/29/2019,1.51,Yes,Yes,Yes,Yes,Fruit
758,"TOMATOES VINE RIPES, ON THE VINE",3/29/2019,1.71,No,Yes,No,No,Fruit
2284,APPLES FUJI,3/29/2019,2.11,Yes,Yes,Yes,Yes,Fruit
2285,APPLES FUJI,3/29/2019,1.19,Yes,Yes,Yes,Yes,Fruit
2286,APPLES BRAEBURN,3/29/2019,1.38,Yes,Yes,Yes,Yes,Fruit
311,BRUSSELS SPROUTS  ,3/29/2019,2.96,No,No,Yes,Yes,Vegetable
958,ASPARAGUS GREEN,3/29/2019,1.94,Yes,No,No,No,Vegetable
760,TOMATOES VINE RIPES,3/29/2019,1.5,No,Yes,No,No,Fruit
761,TOMATOES  ,3/29/2019,2.44,No,Yes,No,No,Fruit
618,TOMATILLOS  ,3/29/2019,0.52,No,Yes,No,No,Fruit
120,BEETS  ,3/29/2019,0.76,No,Yes,Yes,Yes,Vegetable
762,TOMATOES  ,3/29/2019,1.1,No,Yes,No,No,Fruit
27,CUCUMBERS LONG SEEDLESS,3/8/2019,0.52,No,Yes,No,No,Vegetable
1347,GRAPES BLACK SEEDLESS,3/8/2019,1.81,No,No,Yes,No,Fruit
1348,GRAPES RED GLOBE,3/8/2019,1.29,No,No,Yes,No,Fruit
1349,GRAPES RED SEEDLESS,3/8/2019,2.29,No,No,Yes,No,Fruit
765,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,3/8/2019,3.99,No,Yes,No,No,Fruit
1059,ORANGES NAVEL,3/8/2019,1.96,No,No,No,Yes,Fruit
960,ASPARAGUS GREEN,3/8/2019,1.97,Yes,No,No,No,Vegetable
418,CAULIFLOWER  ,3/8/2019,1.99,No,No,Yes,No,Vegetable
767,"TOMATOES VINE RIPES, ON THE VINE",3/8/2019,1.01,No,Yes,No,No,Fruit
313,BRUSSELS SPROUTS  ,3/8/2019,2.36,No,No,Yes,Yes,Vegetable
1058,ORANGES VALENCIA,3/8/2019,1.29,No,No,No,Yes,Fruit
1057,ORANGES NAVEL,3/8/2019,0.71,No,No,No,Yes,Fruit
312,BRUSSELS SPROUTS  ,3/8/2019,2.69,No,No,Yes,Yes,Vegetable
357,CARROTS  ,3/8/2019,0.43,Yes,Yes,Yes,Yes,Vegetable
26,CUCUMBERS  ,3/8/2019,0.33,No,Yes,No,No,Vegetable
763,TOMATOES  ,3/8/2019,0.61,No,Yes,No,No,Fruit
500,CABBAGE ROUND GREEN TYPE,3/8/2019,0.79,Yes,No,Yes,Yes,Vegetable
501,CABBAGE ROUND GREEN TYPE,3/8/2019,0.85,Yes,No,Yes,Yes,Vegetable
1736,PINEAPPLES  ,3/8/2019,0.68,Yes,No,Yes,Yes,Fruit
619,TOMATILLOS  ,3/8/2019,0.54,No,Yes,No,No,Fruit
1550,PEACHES VARIOUS YELLOW FLESH VARIETIES,3/8/2019,1.68,No,Yes,No,No,Fruit
1896,PEARS D'ANJOU,3/8/2019,1.81,No,No,Yes,Yes,Fruit
1895,PEARS D'ANJOU,3/8/2019,0.91,No,No,Yes,Yes,Fruit
1894,PEARS BOSC,3/8/2019,1.83,No,No,Yes,Yes,Fruit
1893,PEARS BOSC,3/8/2019,0.78,No,No,Yes,Yes,Fruit
1892,PEARS BARTLETT,3/8/2019,1.04,No,No,Yes,Yes,Fruit
764,TOMATOES  ,3/8/2019,1.99,No,Yes,No,No,Fruit
766,TOMATOES VINE RIPES,3/8/2019,1.99,No,Yes,No,No,Fruit
1350,GRAPES WHITE SEEDLESS TYPE,3/8/2019,2.66,No,No,Yes,No,Fruit
1509,GRAPEFRUIT RED,3/8/2019,0.66,No,No,No,Yes,Fruit
1207,LEMONS  ,3/8/2019,0.87,Yes,Yes,Yes,Yes,Fruit
2300,APPLES GALA,3/8/2019,2.49,Yes,Yes,Yes,Yes,Fruit
2299,APPLES FUJI,3/8/2019,2.86,Yes,Yes,Yes,Yes,Fruit
2298,APPLES GALA,3/8/2019,1.63,Yes,Yes,Yes,Yes,Fruit
575,SWEET POTATOES  ,3/8/2019,1.47,No,No,Yes,Yes,Vegetable
2297,APPLES BRAEBURN,3/8/2019,1.24,Yes,Yes,Yes,Yes,Fruit
2296,APPLES GRANNY SMITH,3/8/2019,1.82,Yes,Yes,Yes,Yes,Fruit
2295,APPLES HONEYCRISP,3/8/2019,2.48,Yes,Yes,Yes,Yes,Fruit
1508,GRAPEFRUIT RED,3/8/2019,0.99,No,No,No,Yes,Fruit
2294,APPLES HONEYCRISP,3/8/2019,2.99,Yes,Yes,Yes,Yes,Fruit
2675,MUSHROOMS WHITE,3/8/2019,3.99,Yes,No,Yes,No,Vegetable
2293,APPLES JONAGOLD,3/8/2019,0.69,Yes,Yes,Yes,Yes,Fruit
2292,APPLES PINK LADY/CRIPPS PINK,3/8/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1644,PLUMS  ,3/8/2019,1.71,No,Yes,No,No,Fruit
2606,BANANAS  ,3/8/2019,0.69,Yes,Yes,Yes,Yes,Fruit
1151,LIMES  ,3/8/2019,0.72,Yes,Yes,Yes,Yes,Fruit
2291,APPLES ROME,3/8/2019,0.33,Yes,Yes,Yes,Yes,Fruit
2287,APPLES FUJI,3/8/2019,0.96,Yes,Yes,Yes,Yes,Fruit
2288,APPLES PINK LADY/CRIPPS PINK,3/8/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2607,BANANAS  ,3/8/2019,0.3,Yes,Yes,Yes,Yes,Fruit
121,BEETS  ,3/8/2019,1.48,No,Yes,Yes,Yes,Vegetable
213,BROCCOLI CROWN CUT,3/8/2019,2.01,Yes,No,Yes,No,Vegetable
2289,APPLES RED DELICIOUS,3/8/2019,0.83,Yes,Yes,Yes,Yes,Fruit
2290,APPLES RED DELICIOUS,3/8/2019,0.99,Yes,Yes,Yes,Yes,Fruit
212,BROCCOLI  ,3/8/2019,1.89,Yes,No,Yes,No,Vegetable
768,TOMATOES  ,4/12/2019,0.78,No,Yes,No,No,Fruit
90,EGGPLANT  ,4/12/2019,0.91,No,Yes,No,No,Vegetable
28,CUCUMBERS LONG SEEDLESS,4/12/2019,0.33,No,Yes,No,No,Vegetable
2302,APPLES FUJI,4/12/2019,1.95,Yes,Yes,Yes,Yes,Fruit
2301,APPLES FUJI,4/12/2019,1.03,Yes,Yes,Yes,Yes,Fruit
419,CAULIFLOWER  ,4/12/2019,0.78,No,No,Yes,No,Vegetable
769,TOMATOES  ,4/12/2019,3.13,No,Yes,No,No,Fruit
420,CAULIFLOWER  ,4/12/2019,2.49,No,No,Yes,No,Vegetable
314,BRUSSELS SPROUTS  ,4/12/2019,2.03,No,No,Yes,Yes,Vegetable
122,BEETS  ,4/12/2019,0.5,No,Yes,Yes,Yes,Vegetable
961,ASPARAGUS GREEN,4/12/2019,3.99,Yes,No,No,No,Vegetable
358,CARROTS  ,4/12/2019,0.36,Yes,Yes,Yes,Yes,Vegetable
2608,BANANAS  ,4/12/2019,0.42,Yes,Yes,Yes,Yes,Fruit
2303,APPLES GALA,4/12/2019,0.85,Yes,Yes,Yes,Yes,Fruit
962,ASPARAGUS GREEN,4/12/2019,3.26,Yes,No,No,No,Vegetable
1737,PINEAPPLES  ,4/12/2019,0.73,Yes,No,Yes,Yes,Fruit
2308,APPLES RED DELICIOUS,4/12/2019,0.49,Yes,Yes,Yes,Yes,Fruit
2309,APPLES RED DELICIOUS,4/12/2019,2.29,Yes,Yes,Yes,Yes,Fruit
1208,LEMONS  ,4/12/2019,0.81,Yes,Yes,Yes,Yes,Fruit
2717,GARLIC  ,4/12/2019,1.49,Yes,Yes,Yes,No,Vegetable
2310,APPLES GRANNY SMITH,4/12/2019,0.79,Yes,Yes,Yes,Yes,Fruit
1645,PLUMS  ,4/12/2019,1.24,No,Yes,No,No,Fruit
2311,APPLES BRAEBURN,4/12/2019,0.88,Yes,Yes,Yes,Yes,Fruit
2699,CELERY HEARTS,4/12/2019,2.99,Yes,Yes,Yes,Yes,Vegetable
215,BROCCOLI  ,4/12/2019,0.5,Yes,No,Yes,No,Vegetable
214,BROCCOLI CROWN CUT,4/12/2019,1.03,Yes,No,Yes,No,Vegetable
1351,GRAPES RED SEEDLESS,4/12/2019,2.06,No,No,Yes,No,Fruit
1062,ORANGES VALENCIA,4/12/2019,0.69,No,No,No,Yes,Fruit
1061,ORANGES NAVEL,4/12/2019,1.39,No,No,No,Yes,Fruit
2305,APPLES HONEYCRISP,4/12/2019,2.0,Yes,Yes,Yes,Yes,Fruit
2307,APPLES PINK LADY/CRIPPS PINK,4/12/2019,1.28,Yes,Yes,Yes,Yes,Fruit
2306,APPLES JONAGOLD,4/12/2019,0.99,Yes,Yes,Yes,Yes,Fruit
1152,LIMES  ,4/12/2019,0.96,Yes,Yes,Yes,Yes,Fruit
773,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,4/12/2019,3.58,No,Yes,No,No,Fruit
1060,ORANGES NAVEL,4/12/2019,0.88,No,No,No,Yes,Fruit
1510,GRAPEFRUIT RED,4/12/2019,0.74,No,No,No,Yes,Fruit
1897,PEARS BARTLETT,4/12/2019,1.11,No,No,Yes,Yes,Fruit
1898,PEARS BOSC,4/12/2019,1.07,No,No,Yes,Yes,Fruit
1899,PEARS BOSC,4/12/2019,1.99,No,No,Yes,Yes,Fruit
772,"TOMATOES VINE RIPES, ON THE VINE",4/12/2019,2.48,No,Yes,No,No,Fruit
1900,PEARS D'ANJOU,4/12/2019,1.25,No,No,Yes,Yes,Fruit
1901,PEARS D'ANJOU,4/12/2019,1.99,No,No,Yes,Yes,Fruit
29,CUCUMBERS  ,4/12/2019,0.69,No,Yes,No,No,Vegetable
2304,APPLES GALA,4/12/2019,1.98,Yes,Yes,Yes,Yes,Fruit
620,TOMATILLOS  ,4/12/2019,0.48,No,Yes,No,No,Fruit
770,TOMATOES VINE RIPES,4/12/2019,1.99,No,Yes,No,No,Fruit
771,"TOMATOES VINE RIPES, ON THE VINE",4/12/2019,2.15,No,Yes,No,No,Fruit
502,CABBAGE ROUND GREEN TYPE,4/12/2019,0.39,Yes,No,Yes,Yes,Vegetable
30,CUCUMBERS  ,4/19/2019,0.89,No,Yes,No,No,Vegetable
1511,GRAPEFRUIT RED,4/19/2019,0.71,No,No,No,Yes,Fruit
2313,APPLES FUJI,4/19/2019,0.7,Yes,Yes,Yes,Yes,Fruit
503,CABBAGE ROUND GREEN TYPE,4/19/2019,0.32,Yes,No,Yes,Yes,Vegetable
421,CAULIFLOWER  ,4/19/2019,2.49,No,No,Yes,No,Vegetable
422,CAULIFLOWER  ,4/19/2019,0.96,No,No,Yes,No,Vegetable
2314,APPLES FUJI,4/19/2019,1.85,Yes,Yes,Yes,Yes,Fruit
1738,PINEAPPLES  ,4/19/2019,0.57,Yes,No,Yes,Yes,Fruit
1646,PLUMS  ,4/19/2019,0.99,No,Yes,No,No,Fruit
2315,APPLES GALA,4/19/2019,1.23,Yes,Yes,Yes,Yes,Fruit
2316,APPLES GALA,4/19/2019,1.78,Yes,Yes,Yes,Yes,Fruit
31,CUCUMBERS LONG SEEDLESS,4/19/2019,0.53,No,Yes,No,No,Vegetable
2312,APPLES BRAEBURN,4/19/2019,0.46,Yes,Yes,Yes,Yes,Fruit
2711,COLLARD GREENS  ,4/19/2019,1.49,Yes,No,Yes,Yes,Vegetable
1209,LEMONS  ,4/19/2019,0.68,Yes,Yes,Yes,Yes,Fruit
1903,PEARS BOSC,4/19/2019,0.76,No,No,Yes,Yes,Fruit
1354,GRAPES WHITE SEEDLESS TYPE,4/19/2019,1.99,No,No,Yes,No,Fruit
1353,GRAPES RED SEEDLESS,4/19/2019,2.07,No,No,Yes,No,Fruit
1352,GRAPES RED GLOBE,4/19/2019,1.29,No,No,Yes,No,Fruit
2317,APPLES GRANNY SMITH,4/19/2019,0.77,Yes,Yes,Yes,Yes,Fruit
2318,APPLES HONEYCRISP,4/19/2019,2.19,Yes,Yes,Yes,Yes,Fruit
2319,APPLES RED DELICIOUS,4/19/2019,0.5,Yes,Yes,Yes,Yes,Fruit
963,ASPARAGUS GREEN,4/19/2019,1.54,Yes,No,No,No,Vegetable
216,BROCCOLI  ,4/19/2019,0.48,Yes,No,Yes,No,Vegetable
359,CARROTS  ,4/19/2019,0.36,Yes,Yes,Yes,Yes,Vegetable
621,TOMATILLOS  ,4/19/2019,0.45,No,Yes,No,No,Fruit
1063,ORANGES NAVEL,4/19/2019,0.87,No,No,No,Yes,Fruit
123,BEETS  ,4/19/2019,0.25,No,Yes,Yes,Yes,Vegetable
1064,ORANGES NAVEL,4/19/2019,1.99,No,No,No,Yes,Fruit
2609,BANANAS  ,4/19/2019,0.53,Yes,Yes,Yes,Yes,Fruit
217,BROCCOLI CROWN CUT,4/19/2019,1.29,Yes,No,Yes,No,Vegetable
315,BRUSSELS SPROUTS  ,4/19/2019,1.59,No,No,Yes,Yes,Vegetable
964,ASPARAGUS GREEN,4/19/2019,3.95,Yes,No,No,No,Vegetable
1902,PEARS BARTLETT,4/19/2019,1.29,No,No,Yes,Yes,Fruit
774,TOMATOES  ,4/19/2019,1.23,No,Yes,No,No,Fruit
775,TOMATOES  ,4/19/2019,3.49,No,Yes,No,No,Fruit
776,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,4/19/2019,3.04,No,Yes,No,No,Fruit
777,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,4/19/2019,2.99,No,Yes,No,No,Fruit
778,"TOMATOES VINE RIPES, ON THE VINE",4/19/2019,1.39,No,Yes,No,No,Fruit
779,"TOMATOES VINE RIPES, ON THE VINE",4/19/2019,1.84,No,Yes,No,No,Fruit
1153,LIMES  ,4/19/2019,0.99,Yes,Yes,Yes,Yes,Fruit
1904,PEARS D'ANJOU,4/19/2019,1.0,No,No,Yes,Yes,Fruit
1905,PEARS D'ANJOU,4/19/2019,0.99,No,No,Yes,Yes,Fruit
576,SWEET POTATOES  ,4/19/2019,1.08,No,No,Yes,Yes,Vegetable
577,SWEET POTATOES  ,4/19/2019,1.64,No,No,Yes,Yes,Vegetable
219,BROCCOLI CROWN CUT,4/26/2019,1.69,Yes,No,Yes,No,Vegetable
578,SWEET POTATOES  ,4/26/2019,0.93,No,No,Yes,Yes,Vegetable
1512,GRAPEFRUIT RED,4/26/2019,0.74,No,No,No,Yes,Fruit
218,BROCCOLI  ,4/26/2019,1.97,Yes,No,Yes,No,Vegetable
2700,CELERY HEARTS,4/26/2019,2.99,Yes,Yes,Yes,Yes,Vegetable
360,CARROTS  ,4/26/2019,0.38,Yes,Yes,Yes,Yes,Vegetable
1154,LIMES  ,4/26/2019,1.5,Yes,Yes,Yes,Yes,Fruit
220,BROCCOLI  ,4/26/2019,0.47,Yes,No,Yes,No,Vegetable
2712,COLLARD GREENS  ,4/26/2019,1.49,Yes,No,Yes,Yes,Vegetable
579,SWEET POTATOES  ,4/26/2019,1.4,No,No,Yes,Yes,Vegetable
1740,PINEAPPLES  ,4/26/2019,0.99,Yes,No,Yes,Yes,Fruit
32,CUCUMBERS LONG SEEDLESS,4/26/2019,0.32,No,Yes,No,No,Vegetable
785,TOMATOES  ,4/26/2019,3.49,No,Yes,No,No,Fruit
316,BRUSSELS SPROUTS  ,4/26/2019,1.99,No,No,Yes,Yes,Vegetable
782,TOMATOES VINE RIPES,4/26/2019,1.99,No,Yes,No,No,Fruit
781,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,4/26/2019,3.99,No,Yes,No,No,Fruit
780,TOMATOES  ,4/26/2019,0.65,No,Yes,No,No,Fruit
1647,PLUMS  ,4/26/2019,1.11,No,Yes,No,No,Fruit
423,CAULIFLOWER  ,4/26/2019,1.99,No,No,Yes,No,Vegetable
424,CAULIFLOWER  ,4/26/2019,2.49,No,No,Yes,No,Vegetable
965,ASPARAGUS GREEN,4/26/2019,3.38,Yes,No,No,No,Vegetable
966,ASPARAGUS GREEN,4/26/2019,4.01,Yes,No,No,No,Vegetable
1739,PINEAPPLES  ,4/26/2019,0.57,Yes,No,Yes,Yes,Fruit
783,"TOMATOES VINE RIPES, ON THE VINE",4/26/2019,1.64,No,Yes,No,No,Fruit
622,TOMATILLOS  ,4/26/2019,0.54,No,Yes,No,No,Fruit
1551,PEACHES VARIOUS YELLOW FLESH VARIETIES,4/26/2019,2.06,No,Yes,No,No,Fruit
1065,ORANGES NAVEL,4/26/2019,1.06,No,No,No,Yes,Fruit
1066,ORANGES NAVEL,4/26/2019,0.99,No,No,No,Yes,Fruit
1067,ORANGES VALENCIA,4/26/2019,0.26,No,No,No,Yes,Fruit
33,CUCUMBERS  ,4/26/2019,0.69,No,Yes,No,No,Vegetable
1210,LEMONS  ,4/26/2019,0.64,Yes,Yes,Yes,Yes,Fruit
784,"TOMATOES VINE RIPES, ON THE VINE",4/26/2019,1.59,No,Yes,No,No,Fruit
2322,APPLES HONEYCRISP,4/26/2019,2.69,Yes,Yes,Yes,Yes,Fruit
2328,APPLES FUJI,4/26/2019,2.13,Yes,Yes,Yes,Yes,Fruit
1909,PEARS BOSC,4/26/2019,0.75,No,No,Yes,Yes,Fruit
2327,APPLES FUJI,4/26/2019,1.59,Yes,Yes,Yes,Yes,Fruit
2326,APPLES GALA,4/26/2019,1.42,Yes,Yes,Yes,Yes,Fruit
2325,APPLES GALA,4/26/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2610,BANANAS  ,4/26/2019,0.43,Yes,Yes,Yes,Yes,Fruit
1357,GRAPES RED SEEDLESS,4/26/2019,1.9,No,No,Yes,No,Fruit
2611,BANANAS  ,4/26/2019,0.7,Yes,Yes,Yes,Yes,Fruit
2676,MUSHROOMS PORTOBELLA,4/26/2019,5.99,Yes,No,Yes,No,Vegetable
91,EGGPLANT  ,4/26/2019,0.84,No,Yes,No,No,Vegetable
1355,GRAPES WHITE SEEDLESS TYPE,4/26/2019,2.88,No,No,Yes,No,Fruit
1907,PEARS D'ANJOU,4/26/2019,1.23,No,No,Yes,Yes,Fruit
1356,GRAPES RED GLOBE,4/26/2019,1.49,No,No,Yes,No,Fruit
124,BEETS  ,4/26/2019,0.5,No,Yes,Yes,Yes,Vegetable
504,CABBAGE ROUND GREEN TYPE,4/26/2019,0.45,Yes,No,Yes,Yes,Vegetable
2321,APPLES RED DELICIOUS,4/26/2019,0.36,Yes,Yes,Yes,Yes,Fruit
1906,PEARS D'ANJOU,4/26/2019,1.26,No,No,Yes,Yes,Fruit
1910,PEARS BARTLETT,4/26/2019,1.49,No,No,Yes,Yes,Fruit
1908,PEARS BOSC,4/26/2019,1.69,No,No,Yes,Yes,Fruit
2323,APPLES HONEYCRISP,4/26/2019,1.76,Yes,Yes,Yes,Yes,Fruit
1911,PEARS BARTLETT,4/26/2019,1.56,No,No,Yes,Yes,Fruit
2320,APPLES BRAEBURN,4/26/2019,0.92,Yes,Yes,Yes,Yes,Fruit
2324,APPLES GRANNY SMITH,4/26/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1358,GRAPES BLACK SEEDLESS,4/5/2019,1.99,No,No,Yes,No,Fruit
426,CAULIFLOWER  ,4/5/2019,1.99,No,No,Yes,No,Vegetable
791,"TOMATOES VINE RIPES, ON THE VINE",4/5/2019,1.05,No,Yes,No,No,Fruit
1068,ORANGES VALENCIA,4/5/2019,0.5,No,No,No,Yes,Fruit
425,CAULIFLOWER  ,4/5/2019,0.98,No,No,Yes,No,Vegetable
1069,ORANGES NAVEL,4/5/2019,1.49,No,No,No,Yes,Fruit
1070,ORANGES NAVEL,4/5/2019,0.7,No,No,No,Yes,Fruit
2338,APPLES PINK LADY/CRIPPS PINK,4/5/2019,1.99,Yes,Yes,Yes,Yes,Fruit
790,TOMATOES VINE RIPES,4/5/2019,1.5,No,Yes,No,No,Fruit
792,"TOMATOES VINE RIPES, ON THE VINE",4/5/2019,2.52,No,Yes,No,No,Fruit
623,TOMATILLOS  ,4/5/2019,0.45,No,Yes,No,No,Fruit
34,CUCUMBERS  ,4/5/2019,0.79,No,Yes,No,No,Vegetable
2337,APPLES PINK LADY/CRIPPS PINK,4/5/2019,1.99,Yes,Yes,Yes,Yes,Fruit
793,TOMATOES VINE RIPES,4/5/2019,2.99,No,Yes,No,No,Fruit
2336,APPLES HONEYCRISP,4/5/2019,2.99,Yes,Yes,Yes,Yes,Fruit
2335,APPLES HONEYCRISP,4/5/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2334,APPLES GRANNY SMITH,4/5/2019,1.99,Yes,Yes,Yes,Yes,Fruit
505,CABBAGE ROUND GREEN TYPE,4/5/2019,0.5,Yes,No,Yes,Yes,Vegetable
967,ASPARAGUS GREEN,4/5/2019,2.44,Yes,No,No,No,Vegetable
1741,PINEAPPLES  ,4/5/2019,0.43,Yes,No,Yes,Yes,Fruit
968,ASPARAGUS GREEN,4/5/2019,3.61,Yes,No,No,No,Vegetable
92,EGGPLANT  ,4/5/2019,0.5,No,Yes,No,No,Vegetable
35,CUCUMBERS LONG SEEDLESS,4/5/2019,0.47,No,Yes,No,No,Vegetable
1648,PLUMS  ,4/5/2019,1.21,No,Yes,No,No,Fruit
2339,APPLES RED DELICIOUS,4/5/2019,0.44,Yes,Yes,Yes,Yes,Fruit
1915,PEARS D'ANJOU,4/5/2019,1.02,No,No,Yes,Yes,Fruit
2332,APPLES FUJI,4/5/2019,2.91,Yes,Yes,Yes,Yes,Fruit
1916,PEARS D'ANJOU,4/5/2019,1.49,No,No,Yes,Yes,Fruit
1155,LIMES  ,4/5/2019,1.34,Yes,Yes,Yes,Yes,Fruit
2331,APPLES FUJI,4/5/2019,1.16,Yes,Yes,Yes,Yes,Fruit
2330,APPLES BRAEBURN,4/5/2019,0.5,Yes,Yes,Yes,Yes,Fruit
2329,APPLES GALA,4/5/2019,1.78,Yes,Yes,Yes,Yes,Fruit
581,SWEET POTATOES  ,4/5/2019,1.49,No,No,Yes,Yes,Vegetable
580,SWEET POTATOES  ,4/5/2019,1.99,No,No,Yes,Yes,Vegetable
317,BRUSSELS SPROUTS  ,4/5/2019,2.99,No,No,Yes,Yes,Vegetable
1360,GRAPES WHITE SEEDLESS TYPE,4/5/2019,2.47,No,No,Yes,No,Fruit
1361,GRAPES RED GLOBE,4/5/2019,1.18,No,No,Yes,No,Fruit
1211,LEMONS  ,4/5/2019,0.61,Yes,Yes,Yes,Yes,Fruit
1212,LEMONS  ,4/5/2019,0.5,Yes,Yes,Yes,Yes,Fruit
786,TOMATOES  ,4/5/2019,2.6,No,Yes,No,No,Fruit
1359,GRAPES RED SEEDLESS,4/5/2019,1.89,No,No,Yes,No,Fruit
1514,GRAPEFRUIT RED,4/5/2019,1.25,No,No,No,Yes,Fruit
1513,GRAPEFRUIT RED,4/5/2019,0.66,No,No,No,Yes,Fruit
2718,GARLIC  ,4/5/2019,1.49,Yes,Yes,Yes,No,Vegetable
361,CARROTS  ,4/5/2019,0.39,Yes,Yes,Yes,Yes,Vegetable
1914,PEARS BOSC,4/5/2019,1.48,No,No,Yes,Yes,Fruit
787,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,4/5/2019,3.32,No,Yes,No,No,Fruit
1913,PEARS BOSC,4/5/2019,0.96,No,No,Yes,Yes,Fruit
